TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º],cone angle [º]
2018-09-04/15:31:31,"243,62","5268,588383","2736,51","67,1102","4501,67","32,7777","93,9337","0,90698","9,1277","13,2222","8,4960785","10,397493","-189,14126","45,983148","80,647014","-362,65885","10,034295","-18,514901","363,2697759","-345,89327","-18,544218","-9,3531378","1,2027037","3,7486328","-1,3126626","4,149918934","6,9678898","4,1529709","-5,1776963","3,85205","10,7991","4,16817","10,3143","32,6074","0,0750214","2,15807","0,55759943","-0,15495358","0,81551963","0,56744",0,"0,823415","0,920532","833,912","30,092667","45,216251","76,3301","4,0541675","7,273282996","12,07170424","3,997011","1,7973796","2,1996314","1,154","0,3975970236","15,80289825","1,005787804","913,6632177","1,460301933","75,46649296","58,70792062","104,3742001"
2018-09-05/09:05:32,"244,083","5738,469213","3840,83","-86,7628","4262,69","23,394","193,397","0,906913","3,47376","4,13774","13,918776","17,660729","-188,71411","10,816894","91,444735","-385,07179","72,81604","-16,354329","392,2370753","-342,51458","65,697833","7,2031594","0,088171849","1,7010289","-0,39320118","1,748107766","5,194543","-0,16147932","-5,5496408","1,89003","8,34729","1,76075","7,98049","19,2399","0,0547698","1,91249","0,73165693","0,24748211","0,63516198","0,513524",0,"0,858075","0,951334","149,813","20,606022","60,360399","82,2498","4,3013144","13,30229699","19,0350702","14,248189","6,2799383","7,9682505","1,0425","0,1674833788","37,51527676","0,4462554872","2341,946276","2,610435231","122,3305538","47,98596354","81,92294753"
2018-09-06/02:42:53,"244,549","5857,195117","4146,21","-195,88","4132,47","20,7814","294,247","0,906851","2,95719","3,01453","9,9614325","11,533183","-169,76199","30,661148","104,17574","-380,05265","24,354145","-18,288159","381,2710295","-338,50098","42,906647","-41,83571","-0,10891109","2,3996434","0,82570881","2,540067934","-4,2302187","3,675246","6,5720667","2,73235","9,86895","2,59089","8,82777","20,0221","0,0957804","1,41338","0,81897462","0,10292357","0,56452396","0,486659",0,"0,873592","0,987501","102,239","32,862837","51,718694","75,7809","5,2399858","9,709172796","11,60189029","3,8129599","1,7670725","2,0458875","1,1615","0,2433598021","25,81850105","0,3589494717","1566,696826","3,058332613","132,5852563","44,93705369","84,98062955"
2018-09-06/07:13:17,"244,668","5467,493621","3309,29","-122,727","4350,52","29,9145","231,138","0,906835","4,46311","4,63265","9,0354204","11,048768","-146,49702","29,233468","89,06203","-386,64148","19,163082","-0,15724168","387,1161098","-337,9636","44,896655","11,467801","-0,11234954","1,951128","0,95598195","2,175643441","-0,47186712","8,5046955","1,0351338","2,11668","8,79546","2,18685","8,8952","18,902","0,0696658","1,70157","0,93576912","0,04711414","0,34945158","0,539251",0,"0,842145","0,975704","520,379","22,578545","49,626653","81,5191","6,6307779","15,98682527","17,14530807","7,5475331","3,3954637","4,1520694","1,081","0,2084448805","30,14315003","0,5584786253","1857,162953","2,467060364","107,9235075","52,75198813","84,50311281"
2018-09-06/11:35:08,"244,783","5739,822502",3918,"-207,595","4189,48","22,5946","165,147","0,906821","6,3377","6,20174","9,3166304","8,3984484","-175,61452","1,9264912","127,83863","-365,10228","36,43895","10,41408","367,063925","-328,81765","54,9516","21,49968","2,2592371","-1,9008028","-1,9778005","3,553716136","8,203733","1,8245282","-8,3621017","3,62434","13,0979","3,62434","12,1402","27,7922","0,12483","2,04643","0,76408558","-0,14004494","0,62973061","0,509244",0,"0,860622","0,981412","161,404","31,402156","48,064057","77,8663","4,8564122","8,837431831","11,68913131","3,441651","1,8100168","1,6316342","1,183","0,3404757975","18,45413199","0,713019753","1078,091094","2,132248137","90,56679689","46,95288696","134,5257514"
2018-09-06/16:00:30,"244,9","5644,290827","3729,03","-204,787","4232,07","25,0706","100,839","0,906807","4,1242","4,30811","10,533135","11,254849","-196,20393","22,214999","139,7644","-373,00752","19,174212","5,1582418","373,5356313","-333,89851","41,209057","13,085898","-1,6478321","-0,47411621","2,5097358","3,039557632","-5,038765","-2,7701313","6,9280141","2,89767","9,49457","3,05963","9,31971","24,1983","0,114597","2,37451","0,7904302","0,011184099","0,61245001","0,512401",0,"0,858747","0,991955","211,928","32,862113","52,100225","85,6738","4,7344153","8,869265257","11,36675634","3,865171","1,8685698","1,9966013","1,1665","0,2912151024","21,57575364","0,4804965389","1282,679463","2,558297988","112,2703271","48,64878767","56,99188614"
2018-09-06/20:27:10,"245,017","5513,848982","3449,48","-189,208","4297,42","27,8458","36,6726","0,906793","3,8278","4,20718","9,6395502","12,90083","-190,43579","18,491288","125,09258","-368,94261","8,0257832","12,808688","369,252116","-327,60536","18,975923","30,642469","-1,5834855","-0,70766083","1,1046529","2,056323955","-3,9129033","-2,4065444","4,2491542","2,20621","7,76277","2,07265","7,45669","19,2992","0,07524","2,03091","0,79936199","0,015704024","0,60064448","0,529211",0,"0,84849","0,995445","420,068","23,107183","51,614123","72,6449","5,1089794","12,42467306","15,97997108","8,0874174","3,4586403","4,6287771","1,071","0,1970130735","31,89222519","0,4357944539","1874,251842","2,588802829","116,5360324","51,27354644","38,68762212"
2018-09-07/22:50:13,"245,715","6001,183938","4549,61","-452,696","3887,2","17,8898","7,0729","0,906717","3,78945","6,23316","19,737509","16,838204","-165,61346","61,064833","140,43114","-400,87366","38,000944","35,750726","404,2547185","-388,37068","15,716135","55,388625","3,6199759","-3,3566832","-3,5434468","6,076805316","7,6440937","-8,4544322","-13,482762","6,5323","18,4621","6,11005","17,8593","30,4796","0,203103","1,68155","0,93491349","0,05421795","0,35070953","0,462034",0,"0,886862","0,987194","254,582","68,462501","64,286872","71,187","3,8872904","5,261036825","5,904761185","1,4949613","0,80673237","0,68822894","1,4345","0,5822088925","10,79197757","0,5170979929","694,3465201","2,126867248","117,1242321","40,7013704","133,9646361"
2018-09-08/16:32:28,"246,182","5759,173828","4095,38","-465,107","4022,39","21,6751","108,851","0,906672","4,01348","4,07719","16,156637","8,598384","-191,92447","6,9074911","106,65123","-381,49228","46,643225","11,92473","384,5180741","-332,43072","48,743263","27,470513","1,4565763","-2,7917948","-2,7997959","4,213619561","3,4171467","-11,588682","-5,4339233","4,39192","14,0086","4,21748","13,6805","24,9163","0,0429601","2,49157","0,82726444","0,016214865","0,5615787","0,487448",0,"0,873152","0,993348","37,7701","45,918661","58,233147","84,3806","4,1598565","6,71060529","8,373895618","2,2491974","1,4679634","0,78123393","1,2985","0,4037000777","15,56399331","0,4954970755","952,4845185","2,62974747","113,8083941","44,67506944","116,3555572"
2018-09-09/19:05:11,"246,883","5586,390723","3792,29","-528,951","4067,74","24,9381","81,3556","0,906615","3,46132","3,05395","7,5630884","6,2646168","-185,74219","32,206017","107,77141","-363,27651","31,18902","-11,347454","364,7894494","-317,31375","60,296913","-17,960068","0,084112396","-1,1917274","0,2195255","1,214693598","-1,9746844","-4,3957821","2,5511163","1,33896","6,01784","1,21791","5,98958","16,5638","0,0514637","1,46552","0,80125683","-0,083743313","0,59243106","0,520445",0,"0,853895","0,995563","460,59","14,278788","43,45223","75,8353","6,5855462","21,03905744","25,54764798","12,993019","7,1065552","5,8864637","1,0445","0,1163778297","53,98953841","0,3846030866","3134,527","3,038530219","122,550185","47,24659457","99,11766747"
2018-09-12/08:52:32,"248,517","5541,361547","3823,88","-798,257","3930,32","24,4433","256,026","0,906526","2,82686","3,22264","22,265574","14,867517","-211,7545","-13,779265","116,48078","-512,92158","20,421371","-25,329514","513,9524919","-449,53993","25,943369","-18,57228","0,64349116","3,6342652","0,16743557","3,694590517","3,3495415","12,30969","-1,1840104","3,65469","12,9573","3,71184","13,4945","24,3838","0,150128","3,80443","0,87769965","-0,20640162","0,43248317","0,513135",0,"0,858308","0,991899","480,796","48,154107","69,320003","88,2487","5,5140387","9,66398741","10,673077","3,0678708","1,8395426","1,2283282","1,2145","0,3539727441","17,75047772","0,6235003882","1451,954989","2,957934988","135,6071837","46,36502641","97,87255771"
2018-09-16/05:28:51,"250,966","5760,47308","4401,3","-1383,95","3449,1","18,3896","337,462","0,906511","2,21101","2,33932","11,333017","15,767432","-144,4866","2,7619776","95,918254","-408,21892","36,966435","2,1017155","409,8946464","-371,84503","67,061965","-5,3384782","-0,89549129","0,71880131","1,6454884","2,006542312","2,06586","6,577847","0,17570182","2,14578","9,58617","2,03174","9,06253","21,0749","0,181386","2,14077","0,67274522","-0,15874658","0,72264334","0,469007",0,"0,883194","0,936439","122,447","29,803592","56,900984","76,3784","4,3638381","9,360510356","13,75319614","5,8449654","2,4442802","3,4006851","1,103","0,1922435748","32,68346063","0,3101856301","2132,163049","3,471760072","153,3343631","40,17728775","61,2510276"
2018-09-17/03:31:18,"251,55","5724,518382","4351,2","-1475,51","3414,68","16,5724","14,0274","0,906528","3,03768","2,61705","8,8491163","9,0038547","-145,38829","-8,0594106","74,055287","-372,40955","9,6965556","5,6444868","372,5785237","-326,85845","23,846929","10,730259","0,44546968","2,1940402","0,21235061","2,248854912","0,69455872","9,1228559","2,7524848","2,43619","9,73492","2,25449","10,0001","22,5866","0,0692227","1,98549","0,95227081","-0,13466345","0,27394537","0,457518",0,"0,8892","0,986251","21,7","28,214562","49,137781","85,2321","6,2585681","12,56068531","13,20518545","4,2964175","2,1295894","2,1668281","1,1485","0,2154591533","29,16183978","0,3520984656","1729,230428","3,282377379","130,8168948","40,52708446","99,85618883"
2018-09-17/21:12:18,"252,017","5523,680963","3981,02","-1430,92","3551,76","18,4048","115,716","0,906548","7,50623","8,98462","39,773647","15,967676","-228,16539","33,50341","186,62293","-480,32557","56,201161","53,924726","486,5995271","-441,66021","59,40417","67,293334","3,2037588","-0,31216185","-3,1068806","4,4737258","-3,9191352","-16,556765","5,5145802","4,64431","17,4054","4,54109","18,3557","29,3478","0,150812","3,62256","0,85638659","-0,10747509","0,50502586","0,477973",0,"0,878374","0,995326","254,631","36,153111","87,348759","74,3325","4,1461559","10,79163618","13,45940954","8,1701229","5,8297071","2,3404159","1,071","0,4286204359","14,65908944","1,484060849","1135,269078","1,771514308","83,21927218","43,88615288","142,3647843"
2015-09-10/22:07:57,"39,7871","5338,824739","5156,73","1203,59","680,115","26,0594","304,223","1,07839","6,46335","10,3108","31,718369","23,605477","-128,44519","27,441767","9,3079469","-399,01284","35,332929","-7,9012898","400,6520844","-378,24402","38,88483","-18,844314","3,9764631","-1,8732926","1,4736431","4,636065998","3,5527188","-14,771663","-0,94383608","4,91214","17,2277","4,67142","16,9417","32,3732","0,155854","3,53473","0,99678398","-0,045154856","0,066202236","0,204058",0,"0,978959","0,974434","178,651","40,078997","80,517234","26,5872","4,8210624","9,976500737","9,996559655","6,5981369","3,7828559","2,815281","1,0215","0,4441739878","14,14577503","0,8663212409","902,0160914","1,653668065","89,68214971","15,00740789","153,6522918"
2015-09-12/01:32:59,"40,3006","5022,807119","4910,67","1052,59","77,2386","21,1458","264,365","1,07888","1,56418","1,99337","14,363878","27,009645","-61,36956","53,420653","52,64247","-425,51774","5,1236012","11,547192","425,7052219","-393,69684","-20,77567","22,737887","2,5707151","-1,3891472","0,13982535","2,925381547","2,9387611","-11,321118","-2,1596053","3,02051","10,7118","2,97029","12,4078","19,4242","0,187268","2,37188","0,99565953","0,015655381","0,091744313","0,163864",0,"0,986483","0,98586","432,233","51,80263","65,761428","29,3199","5,7696756","8,15655869","8,21783029","2,9536672","1,0254412","1,928226","1,07","0,2802760764","22,41784382","0,236696131","1518,878198","3,760976001","182,3020208","12,12970936","151,9812648"
2015-09-16/01:23:17,"42,0911","4635,082212","4562,78","642,738","-501,91","9,92642","303,755","1,08054","5,06653","8,15113","20,291294","27,480013","-98,909338","-38,061535","-15,422737","-420,42115","7,7423592","2,3700008","420,4991134","-324,89873","38,069649","9,1028428","-3,2492786","-0,78525384","-1,823339","3,80775526","-2,1014718","-14,118929","-11,792013","4,11222","18,7566","3,90304","18,8659","30,7846","0,28666","2,90109","0,99502243","0,011664609","0,098966157","0,120627",0,"0,992698","0,981518","844,573","37,821937","69,835596","25,9888","5,7802278","11,05188274","11,11786299","6,3976761","2,7174707","3,6802054","1,0215","0,3648148752","17,22294164","0,7480442052","1152,636973","1,859882942","101,2930242","10,13329921","32,14787212"
2015-09-20/10:02:02,"44,0416","5129,079578","5021,71","327,678","991,218","35,3691","202,394","1,08224","2,58951","2,67669","12,377194","13,092609","-100,12262","36,305248","34,292877","-404,50635","18,134503","13,919646","405,1518282","-363,09866","72,294982","57,384574","2,2810753","1,4585411","-1,1888853","2,957041583","-0,63292203","11,979739","0,6862668","2,9315","12,4238","2,95908","12,4189","22,4671","0,0785423","2,35294","0,96374664","0,26681842","0,00058966964","0,271893",0,"0,962327","0,950363","49,8719","40,109216","56,481673","28,9778","6,28512","9,598662019","10,10121535","3,0330523","1,4739288","1,5591235","1,066","0,2833093732","22,17782362","0,3549275196","1430,068563","3,245603648","141,68571","11,74408181","139,6329806"
2015-10-06/08:30:49,"51,1159","4533,070473","4370,86","-949,579","736,621","29,9087","2,48122","1,08746","4,72583","7,68981","16,111624","20,887458","-90,337875","-31,672061","32,844171","-382,19963","-45,265599","43,992114","387,3768678","-330,92908","-34,436475","131,55005","3,3458878","1,9017279","0,0066539199","3,848581356","1,9186112","13,138655","4,3449305","3,81091","13,0198","3,95402","14,831","30,5325","0,502166","5,5982","0,99113291","0,13194538","-0,015683599","0,264815",0,"0,964299","0,925595","788,416","39,673065","61,667408","22,0517","5,9962769","9,716243825","9,764228396","4,5034157","1,9610578","2,5423579","1,0245","0,3687263574","17,04023914","0,5921502773","1050,580898","1,91485863","104,8807537","15,37391516","156,2494103"
2015-12-30/05:04:39,"88,2814","5733,258911","1420,79","3109,32","4602,58","57,7433","267,964","1,08784","6,31257","10,2224","3,7639015","10,660903","-209,83402","95,813126","107,07071","-306,41169","10,878984","7,9945004","306,7089632","-258,17349","50,823482","40,09753","1,986614","0,18448422","1,5067701","2,500205141","2,4587406","-7,2318625","2,7639248","2,80433","8,10543","2,53787","8,48409","14,3871","0,203674","1,63986","0,70966373","0,16142786","0,68579766","0,692692",0,"0,721234","0,968068","1565,08","22,032455","35,097863","8,46805","5,9483975","9,540946847","13,92078019","5,6928113","1,48544","4,2073713","1,003","0,2395406123","26,23014631","0,4958446347","1280,404856","1,660802866","90,7468886","75,65172207","140,8489759"
2015-12-30/09:37:18,"88,3648","5592,402552","1366,96","2814,07","4635,45","60,6541","204,881","1,08779","8,09022","11,7754","3,9434886","10,403423","-209,82802","95,925618","121,55942","-299,05286","30,790552","10,346333","300,8117647","-273,98681","66,339182","14,663263","1,3348518","-0,55142981","1,1282855","1,832739025","4,7088731","-5,7222396","-0,84143519","2,13368","7,70515","1,84298","7,8483","16,1855","0,0845493","2,49645","0,70410106","0,19987267","0,6813902","0,692692",0,"0,721234","0,983134","1706,81","14,133045","36,25748","29,2884","5,3352478","13,96439026","21,28428549","13,760352","3,7822629","9,9780888","1,011","0,1755917629","35,78291604","0,6112747293","1713,131412","1,547414588","80,15944123","75,85175343","137,19759"
2016-01-03/03:46:47,"90,0209","6131,524116","1898,03","4135,64","4109,69","49,6232","313,353","1,08673","6,59277","5,32466","24,358232","10,244269","-342,1488","117,4173","97,786671","-515,83575","17,162048","-40,856909","517,7357858","-466,30318","21,767594","-62,349824","3,0953152","0,4574236","5,0095688","5,906436498","-6,6403029","-5,4619726","11,715969","5,59707","15,3497","5,9727","14,995","28,5588","0,258821","2,82932","0,47944274","0,18368724","0,85813382","0,669048",0,"0,743219","0,848198","935,942","50,737984","71,45059","6,6306","3,882344","5,503213362","10,20410637","2,5750386","1,8126837","0,76235493","1,0055","0,5658861315","11,10326788","1,475607212","914,9115996","2,301169347","88,79752979","71,96772229","125,908981"
2016-01-06/08:30:27,"91,4328","6074,127756","2136,18","4135,78","3902,19","48,5471","268,672","1,08576","12,7895","19,3488","24,978939","13,083469","-360,52002","125,40445","150,72091","-597,53597","27,991283","7,2394014","598,2350343","-530,87366","69,129807","40,163706","1,9874618","1,3748521","4,0963218","4,756056664","-12,055101","7,4666715","9,3014521","5,32378","15,6082","4,84208","17,7846","31,0829","0,511759","4,08776","0,47572609","0,45175109","0,75472223","0,655298",0,"0,755371","0,914074","851,521","29,532612","69,408978","11,645","3,8176161","9,012227597","20,25676003","8,3605571","5,4867219","2,8738352","1,0035","0,4556700996","13,78889094","3,821938792","1312,868751","1,207167413","63,75409186","69,40958425","113,1689355"
2015-09-01/09:02:52,"35,4785","5257,228583","4822,37","2070,94","-307,258","19,0201","61,9958","1,07399","3,80258","4,00694","12,042987","8,6882304","-156,41932","10,976783","-38,400468","-388,44934","30,768987","11,057653","389,8228982","-370,13399","1,8452398","24,878834","-0,31777891","2,8936669","-2,3375596","3,733426904","-3,9548789","9,3088798","-10,643068","4,11611","15,4913","3,73815","15,044","27,1445","0,042407","2,34466","0,93066535","0,060477297","-0,36083862","0,294721",0,"0,955583","0,922567","233,85","41,813266","52,0884","78,8379","5,4689145","8,696894044","9,322947847","2,2716389","1,3196195","0,95201947","1,2895","0,3576935956","17,56583116","0,4825024548","1089,823533","2,65269978","116,921847","23,46784913","82,63245854"
2015-09-01/18:18:54,"35,6534","5218,113974","4796,79","2022,65","-358,338","16,0064","286,998","1,07418","3,17426","4,10117","9,9157877","16,241379","-131,93417","17,39895","-33,556893","-385,77877","18,114136","5,3840974","386,2413362","-367,15772","-9,8181725","15,390632","-0,02614844","3,2050338","-1,6886695","3,622779331","-3,2969521","12,736238","-5,3110995","3,84743","15,5258","3,62514","14,6344","27,4223","0,0323842","2,39847","0,94061275","0,22677417","-0,25262843","0,292837",0,"0,956163","0,977674","315,351","44,381318","52,801107","71,8448","5,2851479","8,114242746","8,702791031","2,5440927","0,96442719","1,5796655","1,244","0,3470926305","18,10232991","0,3954089304","1112,790369","2,622047984","127,9715997","23,18223758","87,58128115"
2015-09-02/03:29:52,"35,8269","5480,253665","5071,92","2061,63","241,846","24,0955","150,031","1,07437","2,73915","4,45675","9,8374319","21,394861","-146,19984","28,817312","-22,32767","-402,84351","-1,3602347","-6,196598","402,8934619","-380,7848","-16,328218","-14,120863","-1,1275416","3,7170542","-0,7344252","3,953128174","-4,2897623","16,250586","2,6978822","4,33107","17,1563","3,95617","17,4815","25,9012","0,0362751","3,1407","0,96470146","0,25793675","-0,053101143","0,29108",0,"0,956699","0,995697","11,0899","52,139087","53,206196","88,6958","5,2174635","7,45401488","7,72728264","2,2009983","0,69326229","1,507736","1,3075","0,3787428191","16,58958267","0,3712639068","1063,765282","2,51527448","137,761207","22,25763986","73,44861308"
2015-09-03/07:13:39,"36,3501","5171,668933","4813,42","1870,68","-278,754","18,4255","105,688","1,07492","3,16264","3,04208","13,497707","11,242912","-154,29096","87,344528","-60,798701","-387,42019","28,726883","2,522008","388,4919535","-362,71352","61,035571","3,8171354","-0,088817292","2,0177881","1,908364","2,778706621","-1,1973644","9,3871085","7,542481","2,81316","13,0675","2,78105","12,4975","25,4306","0,0274704","3,36507","0,93279159","0,29672662","-0,20458044","0,272565",0,"0,962137","0,985686","293,245","34,109934","57,231443","87,412","5,3049538","10,35986225","11,38940795","4,0737228","2,2224956","1,8512272","1,158","0,2662233888","23,60117695","0,3985660395","1459,270559","3,044452522","128,2064773","21,45132894","84,83469718"
2015-09-03/16:26:01,"36,5238","5127,730271","4780,67","1823,34","-337,999","18,3919","330,819","1,07511","3,21103","3,65459","10,631895","17,672639","-117,46182","88,135839","-74,801548","-367,40059","12,362046","15,788718","367,9474111","-339,81068","25,878931","40,46861","-0,88752796","1,9815029","-1,0365522","2,405930191","-4,1519178","11,520127","-1,2594799","2,64515","13,2154","2,42362","12,4884","26,1517","0,114103","1,64363","0,89454456","0,2983603","-0,33282302","0,272565",0,"0,962137","0,95717","294,247","29,50111","56,441558","86,6103","5,1866613","11,19356879","12,4723243","6,2304861","2,3403273","3,8901588","1,1005","0,2305082818","27,25795905","0,3629964198","1596,24378","2,777635092","127,2367787","21,20108073","67,81942132"
2015-09-03/21:03:02,"36,6104","5174,217653","4838,27","1820,12","-225,466","16,1297","263,816","1,0752","6,04965","7,30449","11,657927","14,677755","-148,35799","15,701537","-29,924381","-396,7052","-9,7847958","30,915285","398,0282814","-380,81528","-23,226938","61,809981","-1,8831373","5,1755552","-0,43752488","5,524853459","-6,2908979","20,898454","-1,4971244","5,78071","22,2583","5,53162","22,3336","39,7563","0,0488426","3,51905","0,93624629","0,24553106","-0,25131132","0,272565",0,"0,962137","0,975634","373,99","49,054984","55,013293","86,0315","5,1800632","7,778732617","8,113921337","2,0966259","0,92810625","1,1685197","1,323","0,5293272775","11,87013323","0,8002848358","751,9511998","1,964715049","92,69786299","20,76009642","71,90849608"
2015-09-04/06:08:43,"36,7823","5535,325649","5180,31","1870,16","553,823","29,5977","126,474","1,07538","3,98936","5,10894","33,495998","24,434694","-142,59395","117,50117","-36,424572","-509,65943","53,175173","-19,449941","512,7949237","-481,26578","83,836923","-33,683113","-0,12148756","7,8655312","1,4550833","7,99991298","-3,830683","26,641232","7,2544229","7,08497","28,4463","8,03688","28,3444","40,3205","0,11646","3,43928","0,97812121","0,20469691","-0,03712236","0,283424",0,"0,958995","0,990654","113,212","87,767174","84,718765","79,6505","4,0078033","5,54765358","5,842673295","1,440745","0,8330505","0,60769451","1,4735","0,7664587287","8,1976825","0,8759456073","669,0444046","2,349249375","114,1519232","20,63187742","83,67607958"
2015-09-04/15:25:36,"36,9567","5184,144615","4876,02","1754,97","-140,942","20,8564","353,614","1,07556","4,79966","5,04371","30,609636","17,888743","-146,7604","140,49347","-55,189033","-526,57394","43,472297","-36,590224","529,6308142","-490,23331","76,16067","-61,711027","-0,64116635","5,6091188","0,06681987","5,646040462","-4,9136615","22,833446","-0,97216471","5,65265","25,0536","5,65339","23,6676","36,4795","0,054016","3,22974","0,97016815","0,23780717","-0,047132893","0,261879",0,"0,965101","0,999375","327,848","56,285994","80,741892","82,7891","5,0767152","8,861931765","9,409637755","2,9327102","1,8509731","1,0817372","1,2225","0,5409380083","11,61535187","1,124199631","979,0970612","2,364391923","104,0709718","19,85350379","78,8352435"
2015-09-05/05:10:17,"37,2163","5097,677608","4805,7","1678,6","-271,784","22,2853","151,587","1,07583","2,66273","3,425","12,981724","19,948653","-174,39631","57,972666","39,810103","-472,36803","5,5158554","-6,8713153","472,4502041","-448,7064","-23,751168","-17,823416","-0,40908129","3,1484549","1,6581744","3,581851211","-4,0612336","11,980039","1,0646623","3,7923","11,3388","3,5827","14,0951","32,2204","0,0283962","5,55031","0,90228404","0,38602774","0,19200546","0,250782",0,"0,968044","0,961318","198,841","47,88989","59,658152","71,0249","5,6339881","8,882880945","9,865343273","2,7507535","1,0843946","1,6663589","1,222","0,3431713735","18,30917667","0,4962787604","1376,717992","2,869222535","139,7240873","19,48593486","83,23952358"
2015-09-05/18:55:46,"37,475","5120,591056","4849,73","1634,01","-174,88","22,0209","310,134","1,07609","3,76251","3,93613","16,738541","17,267866","-137,78402","96,345472","-8,9288813","-460,16691","18,094568","20,797068","460,9918833","-420,62511","38,253919","46,477321","0,059616943","4,5985591","-0,69070864","4,65052453","-3,8406547","16,770169","-0,72813427","4,96532","16,8832","4,65525","17,6723","35,5171","0,0514436","3,63835","0,94822961","0,30356382","-0,093325323","0,248861",0,"0,968539","0,995985","221,611","52,347994","65,227247","70,9624","5,2434312","8,267593339","8,806295105","2,3774058","1,1702002","1,2072056","1,261","0,4455592364","14,10179566","0,6676528328","1034,636577","2,676454127","117,5427956","18,7190625","88,89321134"
