TIME,Ls [deg],R [km],XMSO [km],YMSO [km],ZMSO [km],GEO_lat [deg],GEO_lon [deg],Sol distance/mean distance,n_i [cm^-3],n_e [cm^-3],T_p [eV],T_e [eV],Vdown_x [km/s],Vdown_y [km/s],Vdown_z [km/s],Vupfine_x [km/s],Vupfine_y [km/s],Vupfine_z [km/s],|Vupfine| [km/s],Vupcoarse_x [km/s],Vupcoarse_y [km/s],Vupcoarse_z [km/s],Bup_x [nT],Bup_y [nT],Bup_z [nT],|Bup| [nT],Bdown_x [nT],Bdown_y [nT],Bdown_z [nT],Bu_fit [nT],Bd_fit [nT],Bu_measure [nT],Bd_measure [nT],Bmax [nT],Bu_stddev [nT],Bd_stddev [nT],N_AVG_x,N_AVG_y,N_AVG_z,nconic_rho,n_conic_phi,n_conic_x,$\hat{n}_{conic}\cdot\hat{n}_{AVG}$,|POS_{shock}-POS_{conic}| [km],V_A [km/s],C_S [km/s],thetaBN [deg],Mfms,Malfven_local,Malfven_global,beta,beta_p,beta_e,Mcrit,Wci [rad/s],tau_ci [s],Pdyn [nPa],rci [km],c/Wpe [km],c/Wpi [km],SZA [º],cone angle [º]
2017-07-19/03:19:02,"35,3897","5405,528102","2949,21","-4528,65","114,994","-11,8745","207,184","1,0739","4,97993","4,85097","4,9108648","4,8439394","-132,88195","-44,053584","62,328756","-310,09763","21,694097","7,3691863","310,9428869","-288,05395","47,377221","16,23014","1,3318843","-1,6701618","0,6052718","2,220295066","-2,873196","-5,3600496","0,72560527","2,23509","7,17342","2,22189","6,67734","20,4957","0,0360094","1,8591","0,63301534","-0,71144624","0,30518164","0,623482",0,"0,781838","0,943176","1145,45","21,717374","35,506331","3,54302","5,8931455","9,645816297","14,31770189","3,9622928","1,9947386","1,9675542","1,001","0,2127228805","29,53695104","0,4020415756","1461,727512","2,410905716","102,1699611","56,93490841","130,1101117"
2017-07-19/12:10:37,"35,5573","4530,884311","2423,93","-3335,39","1878,47","11,6267","70,8307","1,07408","5,61274","5,03964","4,8458438","5,772114","-96,363338","-22,029182","114,50679","-309,85523","26,824009","-21,328065","311,7445707","-289,78477","55,588769","-28,739154","1,9993161","-1,0084795","0,79281992","2,37547031","-3,4147855","-7,7345279","-2,7942502","2,42395","9,59635","2,38195","9,57654","18,3475","0,0689454","2,62272","0,67342189","-0,68728427","0,27229264","0,623482",0,"0,781838","0,983184","2036,7","21,930162","37,280085","18,2967","6,1011343","10,62037249","14,21533369","4,2296067","1,930316","2,2992907","1,019","0,2275899699","27,60747897","0,4554693923","1369,764102","2,365346469","96,2381763","57,65748218","153,6259332"
2017-07-21/14:16:41,"36,5027","5965,5743","2890,49","-5159,24","-784,466","-18,3477","65,6253","1,07508","3,85946","4,5628","4,8577638","8,1693265","-209,75029","-69,998723","25,667856","-285,26115","4,4486049","15,29192","285,7053668","-238,99695","1,6906084","-19,49656","0,58741659","-1,1370477","-0,3767327","1,334115156","0,0043281485","-0,14451948","-4,6339689","1,27688","5,85233","1,35444","5,61014","15,3353","0,105081","2,78605","0,62273852","-0,73882912","-0,25754276","0,635306",0,"0,772261","0,969561","711,538","15,03809","37,918959","12,4155","4,8546632","12,29332904","18,99878022","11,035824","4,1152263","6,9205974","1,003","0,1278194161","49,15673609","0,2630569718","2235,226661","2,48587224","116,0570627","61,01842279","117,9048374"
2017-07-27/19:38:02,"39,3104","5775,208631","2332,27","-5277,48","248,508","-12,0724","35,8033","1,07793","6,31665","6,51005","26,138006","11,283632","-266,08749","-79,52492","-27,663294","-495,68345","13,630187","25,452024","496,5235847","-447,6083","21,920675","48,761748","-0,48538101","2,4330953","-0,18429934","2,487873331","6,1014815","6,4034667","-2,4276885","1,97107","10,1757","2,5069","10,1757","26,1954","0,260422","3,86443","0,50598514","-0,86164573","-0,039315065","0,670668",0,"0,741758","0,951317","1210,42","21,756575","72,271055","20,2024","3,6255285","12,11374034","22,82177156","15,145527","10,578743","4,5667843","1,005","0,2383591215","26,36016305","1,300328416","2083,090345","2,081145091","90,71757661","66,18143832","77,41908596"
2017-08-13/14:34:39,"46,8158","6821,418112","685,089","-6785,95","115,242","-15,2724","254,91","1,08447","5,84407","5,42781","6,5183845","5,6001866","-238,08102","-73,899164","-10,63538","-347,2483","25,641008","12,355612","348,412836","-318,00871","62,720143","20,226797","-1,002019","2,0166152","-1,7166736","2,831562676","2,3848855","2,2876581","-8,0587933","3,33693","8,9814","2,8408","9,06847","12,6551","0,102236","1,89222","0,58134211","-0,76477716","0,27777192","0,755022",0,"0,655699","0,962087","1565,73","25,631802","40,232857","23,2497","5,1859519","8,506919436","13,5929903","3,5337495","1,900747","1,6330025","1,037","0,271287442","23,16061982","0,5923660745","1284,294007","2,279198774","94,3142124","84,23594967","67,44281642"
2017-12-21/15:19:37,"104,068","5084,402754","4048,83","-1736,1","2538,52","59,9284","103,92","1,07448","2,1374","1,91873","5,6757593","11,133812","-102,23651","-30,198901","149,16753","-318,34135","14,2173","11,419286","318,8632102","-285,45425","40,71465","21,909138","1,5498348","-1,1375206","-0,20125536","1,932988552","0,96991596","-4,8060564","-4,5682467","2,1705","7,38527","1,94634","6,97416","14,3208","0,104108","1,73975","0,86700092","-0,43222998","0,247965","0,464513",0,"0,885566","0,976202","711,198","29,038376","45,768528","22,529","5,8550584","9,618850702","10,98075217","3,819044","1,289502","2,5295421","1,0315","0,185196508","33,92712625","0,1814600845","1721,756062","3,833430449","155,9523576","37,21954589","146,1436383"
2017-12-22/13:51:58,"104,492","5486,788855","4177,61","-1349,94","3290,91","64,911","142,097","1,07403","7,69316","9,3463","19,818882","14,29496","-161,23979","-13,869179","58,074907","-387,45812","62,703152","-24,440875","393,2592483","-364,32769","67,037095","-34,876718","-3,0986399","3,0074682","-2,2270005","4,858597064","6,3110654","16,663837","-4,6072206","5,35423","19,5922","4,89586","18,9626","33,829","0,159717","3,49222","0,79178493","-0,47965545","0,37816301","0,480993",0,"0,876725","0,950021","265,155","38,501105","65,516172","12,7831","5,2181814","8,989405469","10,21423277","4,4088661","2,5613883","1,8474778","1,009","0,4654943295","13,49787722","0,9934571274","844,8207065","1,73689939","82,20201522","40,41272518","40,92745212"
2017-12-25/09:01:46,"105,757","4949,829366","3863,63","-2280,73","2090,8","49,4511","220,631","1,07265","4,93202","5,94205","7,3737631","8,171493","-106,59183","-68,615152","70,521862","-354,2052","-2,7021579","-8,20521","354,3105288","-324,37984","3,5745292","-11,758356","-1,5492734","1,8504598","-1,3218615","2,751684459","3,9708302","9,3740623","5,767503","2,43906","12,2292","2,8113","12,422","27,8447","0,180051","3,19968","0,68591109","-0,69778661","0,20644568","0,483046",0,"0,875595","0,916428","1003,14","27,611562","42,748265","17,3292","5,5215795","8,79202978","12,83196252","3,906237","1,8528911","2,0533459","1,019","0,2636344392","23,83294582","0,5169867599","1343,946299","2,17834353","102,665005","38,68828603","55,32950948"
2017-12-26/16:24:56,"106,349","4745,576526","3629,7","-2610,3","1591,26","46,7637","118,96","1,07199","3,64943","6,04815","7,7719917","14,803438","-134,05577","-78,535807","109,79508","-355,68867","15,54364","17,478286","356,4569051","-332,34685","27,802566","25,929601","1,7295848","-0,98698432","-0,046078524","1,991914872","0,016382476","-5,0325831","-7,0938298","2,03452","9,56684","1,99357","9,57731","21,3604","0,0193745","2,35359","0,8523832","-0,51535282","0,088624841","0,488002",0,"0,872843","0,981246","1119,53","22,762187","45,793009","6,57079","6,7474293","13,60345977","15,66004642","8,3473897","2,8737368","5,4736529","1,001","0,1908421435","32,92346854","0,3871912885","1867,810215","2,159152136","119,3499738","40,10549254","152,7693871"
2017-12-27/10:20:16,"106,687","4549,629058","3373,65","-2843,71","1109,47","43,23","214,416","1,07161","10,8789","11,6502","6,0788293","7,6526469","-129,64863","-81,49452","88,788318","-377,04576","2,1373009","-14,82119","377,3430016","-341,71913","8,7160308","-49,255348","1,4359933","-2,5519757","-0,33869038","2,947773381","-3,6940403","-9,6937718","-5,9719346","2,95259","13,3199","2,949","13,6042","33,4638","0,0424792","3,5944","0,74534282","-0,65050953","0,14595013","0,491472",0,"0,870893","0,973027","1239,46","19,501966","40,687216","24,5655","6,8307055","14,59246925","19,34897239","6,9167657","3,0620042","3,8547615","1,0175","0,2824214018","22,24755372","1,293433365","1336,099174","1,555707089","69,12614765","42,13877222","119,1535627"
2017-12-27/19:23:43,"106,858","4998,252536","3801,51","-2482,63","2089,88","53,4244","88,5236","1,07141","5,28493","5,75212","7,2970209","8,8248162","-133,68923","14,354143","48,810368","-410,74434","66,71624","-8,1449231","416,207051","-373,22492","78,918569","-42,24005","-2,779244","4,9312067","-0,92111184","5,734931887","11,069811","18,479066","-5,7871947","6,22288","21,99","5,81178","22,564","29,7546","0,389405","2,46206","0,7189564","-0,62782502","0,29822381","0,491472",0,"0,870893","0,95658","859,396","55,142401","44,070045","20,5844","5,7348157","6,15900651","7,547858698","1,0157477","0,4597449","0,55600283","1,2525","0,5494545521","11,43531396","0,764442073","757,4913147","2,214014966","99,17797286","40,48571937","51,74004907"
2017-12-31/08:35:07,"108,471","4815,671844","3436,36","-2997,14","1548,96","44,0972","274,221","1,06955","1,67002","1,87193","6,1678019","12,046081","-108,21408","-43,347722","53,955545","-337,81852","29,762759","-6,6940799","339,1931382","-299,34417","42,027257","57,968707","-0,12190539","1,2507519","-0,080992587","1,259285924","1,9214723","2,4435837","-0,29417225","1,54612","4,31644","1,3338","5,76929","13,9549","0,224094","2,73013","0,50526282","-0,81466685","0,28465315","0,505701",0,"0,862709","0,867975","1166,71","22,512626","44,885123","28,793","4,2371533","8,743509625","15,06679577","6,8848246","2,3314212","4,5534034","1,0235","0,1206501484","52,07772547","0,1604361618","2811,377712","3,881054299","176,4306406","44,47317527","79,34858787"
2019-06-01/04:07:07,"33,1411","4933,85179","3760,9","-233,569","-3184,96","-18,2533","351,467","1,07141","3,53791","5,14118","3,5568852","6,8897484","-114,51413","-8,5000631","-58,217137","-285,36344","10,315183","-0,56171506","285,5503658","-256,41939","55,448519","-33,32088","1,2759505","-1,4851087","-1,2176666","2,305712358","-2,6770657","-2,5915167","-4,5237507","2,34171","6,00424","2,32217","6,59243","18,0894","0,139976","2,6982","0,65223617","-0,39239743","-0,64854626","0,413965",0,"0,910293","0,873363","611,225","26,928744","31,97333","17,0235","5,5578248","7,048517014","10,60392441","2,7598589","0,93968082","1,820178","1,0305","0,2209065732","28,44272678","0,240878866","1292,629557","2,341871797","121,2164209","40,33576126","125,1173473"
2019-06-01/11:28:58,"33,2818","5327,218587","4517,56","336,374","-2803,17","-13,748","244,926","1,07157","3,48463","3,02318","3,4107437","3,7400494","-109,51305","6,1742961","-54,647507","-305,77154","25,81435","5,6272699","306,910869","-276,23739","79,307976","-7,1172517","2,1449372","-1,4316551","-1,1175582","2,810574363","-1,6725315","-7,1375842","-4,2654929","2,97385","8,9626","2,81118","8,59277","20,6837","0,0433392","2,13092","0,84696968","-0,34217305","-0,40689061","0,380934",0,"0,924602","0,921475","351,119","32,847855","30,947194","10,7451","7,7414336","8,222816423","9,343406715","1,2696467","0,60558867","0,66405798","1,083","0,2692765856","23,33357463","0,274073903","1139,760697","3,053954189","122,1396051","32,003604","144,141737"
2019-06-01/15:11:32,"33,3519","5483,424353","4783,36","556,077","-2622,63","-6,61688","192,199","1,07165","4,07083","4,53527","3,3500659","4,0243257","-94,132357","5,3611056","-50,054436","-298,27467","19,725484","3,5147276","298,9468628","-277,13351","56,7132","14,609008","1,9358482","-1,5028666","-0,67401481","2,5417341","0,59642063","-7,7773354","-2,3884776","2,67676","9,22802","2,54304","8,79349","23,3387","0,0395559","3,32461","0,95497807","-0,13114727","-0,26611515","0,348732",0,"0,937223","0,976325","97,9358","27,492101","29,683187","28,902","8,2633873","10,4891232","10,8739184","1,869188","0,84914164","1,0200463","1,133","0,2435194347","25,80157643","0,3037787861","1227,609875","2,493405697","113,0038822","29,26936534","143,3257817"
2019-06-01/18:49:12,"33,4209","5387,848031","4619,01","376,37","-2748,09","-9,60661","138,205","1,07173","5,83198","6,92708","5,2391834","5,1387958","-110,03052","-18,434599","-26,542924","-294,92951","15,598403","9,2025294","295,4850463","-272,53762","35,379966","20,590117","2,046677","-0,47978272","0,13515849","2,106500894","3,1007229","-7,7888831","3,7160521","2,25737","9,78825","2,1108","9,60828","26,5615","0,0612203","2,42108","0,93686603","-0,035337766","-0,34789838","0,366722",0,"0,93033","0,996239","236,897","19,064894","35,372342","26,3646","7,6427842","14,68994252","15,49890843","5,4699921","2,7614521","2,7085401","1,0265","0,201820445","31,13255106","0,425180674","1464,098676","2,017527297","94,41192094","30,98507177","168,4638725"
2019-06-07/21:08:57,"36,1892","5568,41959","4780,23","-424,03","-2824,34","-11,8191","153,181","1,07475","2,84127","3,93732","9,8449183","16,556891","-115,30222","-36,623947","-99,615726","-370,71998","7,8588105","1,5409961","370,8064713","-313,46762","9,8937756","0,57582187","2,341025","1,5131748","-0,50663932","2,833157148","1,8334705","9,3003039","-0,47816973","3,1646","10,8348","2,86501","9,92001","22,7762","0,109179","2,20938","0,93359152","0,062140448","-0,35290996","0,35112",0,"0,93633","0,993451","34,9727","37,073656","52,124554","29,8052","6,1025305","9,336994239","10,00188574","3,6799803","1,3722205","2,3077598","1,0535","0,2714402058","23,14758526","0,3262072363","1366,07055","2,676049636","135,2628688","30,85660279","144,639445"
2019-06-11/09:11:38,"37,7721","5335,825692","4081,27","-1275,29","-3191,85","-19,2691","359,081","1,0764","5,31527","6,23636","9,2621021","11,251775","-160,15183","-10,640489","-74,730824","-354,4005","35,80658","8,2718734","356,3007851","-326,78935","72,863069","18,871609","3,6411756","-3,6592036","-1,4989954","5,375399329","-5,0522684","-14,134979","-2,9775347","5,52269","15,6335","5,4192","15,6026","29,1521","0,180129","3,34257","0,7320657","-0,55096684","-0,40064366","0,425006",0,"0,90519","0,907662","273,195","51,27063","48,969038","10,6824","5,1636827","5,509718956","6,949413048","1,4950409","0,67501728","0,82002364","1,0495","0,5150083189","12,20016275","0,5634370018","691,8350092","2,126321509","98,89450974","40,10362178","138,4735206"
2019-06-12/10:41:15,"38,2517","5010,454648","3206,66","-1724,55","-3442,08","-30,2675","341,784","1,07688","2,52303","2,73354","18,338181","12,335188","-190,32697","-106,51958","-53,12441","-431,62412","27,611737","12,837743","432,6968877","-392,33097","54,179915","22,577895","0,67735544","-1,5912086","-0,51344666","1,803990763","-4,3713591","-5,1032225","-4,0889159","1,80228","7,13312","1,84025","8,64619","20,5488","0,169892","3,01348","0,68612389","-0,64625307","-0,33405235","0,509384",0,"0,860539","0,89003","905,259","25,270442","63,398567","22,6719","4,9534276","12,59496246","17,12264818","9,2019196","5,5013998","3,7005198","1,011","0,1728374384","36,35314991","0,3944358973","2503,490515","3,211676577","143,5402306","50,20864148","116,0576875"
2019-06-12/18:02:51,"38,3895","5095,167037","3396,52","-1690,92","-3400,76","-25,6274","235,553","1,07702","1,34367","1,61825","13,58012","16,37899","-172,83766","-7,0930409","-69,472163","-433,20844","36,886898","11,244554","434,9214133","-380,18999","77,029871","22,497039","2,6785938","-0,89930379","0,42655064","2,857543963","0,20031592","-6,3836216","2,3173584","3,0663","8,70574","2,92276","8,52308","16,0235","0,202642","1,9333","0,90395099","-0,42495742","-0,047788992","0,478204",0,"0,878249","0,904833","606,017","54,997513","58,921466","13,1071","6,4349486","7,415097572","7,908019646","1,897516","0,8601222","1,0373938","1,038","0,2737766671","22,95003944","0,2122270208","1588,599269","4,174185194","196,6928335","48,19357778","163,0415665"
2019-06-15/08:13:04,"39,5567","5298,801586","3659,89","-1880,12","-3338,81","-24,8981","44,3478","1,07817","2,17555","2,58331","11,766825","8,6071179","-86,229137","-3,2153743","-80,943551","-376,88973","22,64679","-25,541085","378,432415","-306,04432","-1,0610387","-110,26038","1,6166108","-1,8632978","-0,2189315","2,476537941","-1,3805267","-9,3472688","2,4452402","2,61769","10,156","2,54147","10,9856","18,7985","0,185346","3,4804","0,9075548","-0,40410653","-0,11420245","0,492217",0,"0,870473","0,936579","569,51","37,583512","50,730792","24,9655","6,3743231","9,266907914","10,0691073","2,7632679","1,5959056","1,1673623","1,059","0,2372730961","26,48081645","0,2601550154","1594,923408","3,30374302","154,5789356","46,31433869","133,5643005"
2019-06-16/17:13:08,"40,1747","5654,17562","4369,09","-1810,27","-3098,98","-17,9864","282,914","1,07876","2,03647","2,04592","6,2942324","8,9758684","-132,67137","-36,993763","-66,19279","-367,75753","-1,339871","-10,913485","367,9218671","-323,43351","-5,3622947","-40,324315","1,6602799","-1,7152477","-0,35764142","2,413816771","-1,2003063","-8,4280645","-0,52513694","2,72125","8,98705","2,42234","8,76048","15,753","0,0760567","1,54884","0,89811402","-0,37707425","-0,22628791","0,437192",0,"0,899368","0,976311","34,8636","37,024749","43,141724","23,1878","6,8382597","8,840394113","9,937187342","2,134029","0,87963235","1,2543967","1,078","0,2312638823","27,16890007","0,2301842971","1590,917974","3,712360962","159,770222","39,40129843","132,885351"
2019-06-17/07:42:15,"40,4455","5043,379354","2801,2","-2273,49","-3524,23","-32,5639","65,9311","1,07902","5,91492","6,07253","11,434517","8,5586827","-198,14585","-15,330964","-96,835359","-375,64322","12,331871","-24,96301","376,6736726","-331,7542","24,507715","-42,969043","4,1523749","0,25346455","-1,2280359","4,337572335","7,0034115","-4,3178628","9,4015996","4,19116","12,8797","4,34768","12,64","21,5053","0,0571651","1,64318","0,97085298","0,10815364","-0,21388613","0,537098",0,"0,84352","0,883978","891,063","38,992329","51,232745","4,94637","6,9534638","9,1818409","9,660199385","2,5192228","1,4407947","1,0784281","1,0035","0,4155757926","15,11922836","0,7007544811","906,3898316","2,154813494","93,74765421","56,26026656","159,0686628"
2019-06-17/15:05:45,"40,5843","5484,426042","3878,18","-2074,32","-3276,56","-24,7948","320,283","1,07915","3,28111","3,63569","10,653765","12,669192","-157,90841","-0,34366285","-58,930149","-401,40069","31,626896","3,6724415","402,6614723","-364,57586","73,582368","9,6008922","3,374417","-3,4609862","-1,3842504","5,028047806","-5,6120014","-11,977436","-4,9523521","5,32649","15,0715","5,07155","14,2374","22,2381","0,187496","1,24546","0,7106091","-0,58784124","-0,38662306","0,488897",0,"0,872342","0,933325","382,408","61,069763","52,885373","8,89444","4,8590799","4,998388931","6,593467087","1,1980468","0,54725944","0,65078732","1,082","0,4817291311","13,04298391","0,4442090685","835,8669766","2,78484545","125,8706433","44,99844639","136,5182309"
2019-06-18/05:45:56,"40,8585","5613,657512","4125,93","-2075,39","-3191,02","-19,9625","106,598","1,07941","3,46378","3,78701","22,338066","15,572525","-171,69144","6,7145784","-76,49926","-427,10576","26,991912","25,279297","428,7037863","-389,19336","43,811831","36,529208","4,4370095","-3,7123646","-0,97256823","5,866395247","-7,9052866","-16,61286","0,66354781","6,34146","17,9482","6,04592","18,5825","23,2574","0,439146","1,28923","0,67139313","-0,67977883","-0,2951813","0,463505",0,"0,886094","0,881399","126,784","70,857033","70,228123","9,27805","4,1113403","4,4112259","6,050264429","1,4465628","0,85235849","0,59420427","1,0445","0,562049844","11,17905356","0,5315589246","762,7504765","2,728640338","122,5066593","42,6944136","143,4313249"
2019-06-19/14:35:50,"41,4727","5491,868371","3686,54","-2341,98","-3329,44","-28,3734","342,844","1,07998","2,29589","2,10387","12,954843","6,8426042","-172,3637","-51,449161","-68,493751","-441,68613","28,573037","10,623457","442,7368448","-389,10055","41,667128","3,2553261","1,7140678","-1,3676752","1,0831491","2,445766924","-3,299664","-7,4565087","-0,54745779","2,36096","8,70318","2,44944","8,53189","18,0294","0,0488273","2,18844","0,77114588","-0,6366289","0,0061380635","0,522599",0,"0,852579","0,846254","567,171","35,260418","52,766222","25,9516","6,4071567","10,17372094","12,55619955","3,0505415","1,9961809","1,0543606","1,0545","0,2343249748","26,81398051","0,3757758651","1889,413816","3,660876437","150,4732526","47,83464988","136,438069"
2019-06-19/18:14:29,"41,5407","5446,512693","3558,95","-2383,02","-3364,46","-27,9071","289,34","1,08004","2,1093","2,00535","13,608652","6,9676753","-141,64744","-41,031146","-55,757408","-445,65762","17,160062","2,9745489","445,9977914","-404,48442","38,785707","3,755115","1,1101503","-1,3737196","-0,83552172","1,953877113","-2,1891795","-8,2868754","1,4486844","1,9573","8,57347","1,97289","9,57273","19,2818","0,0742703","2,36036","0,85880508","-0,4740493","-0,19424493","0,531049",0,"0,847341","0,957385","648,078","29,629858","53,623088","25,2696","7,0488283","13,21118496","15,05230944","4,4900521","2,9696046","1,5204475","1,031","0,1871978072","33,56441723","0,3503404184","2382,494742","3,7497251","156,9877159","49,1987995","126,7016347"
2019-06-23/06:31:53,"43,1127","6243,535558","5049,34","-2451,63","-2734,12","-15,0809","138,32","1,08144","1,39313","1,28899","9,8035002","7,8086885","-108,30358","-52,721012","-55,023188","-345,59527","25,650168","3,3936371","346,5624598","-315,0763","52,961701","4,3313374","1,614595","-1,6312383","-0,13329866","2,299048485","-2,5391118","-7,6553594","-0,75047803","2,4125","9,30521","2,30327","8,29185","16,7261","0,0456556","1,61516","0,81459171","-0,53996827","-0,21183628","0,434242",0,"0,900796","0,958805","477,815","42,564218","48,725785","14,6513","5,7107374","6,956270505","8,142107998","1,8623729","1,0366555","0,82571735","1,048","0,2202681184","28,52516903","0,1397143951","1573,366415","4,6770256","193,1697086","36,02788045","138,8866772"
2019-06-23/17:22:41,"43,3141","5717,661679","3752,35","-2795,34","-3285,97","-24,8353","336,37","1,08162","1,52363","1,63169","6,136713","9,316186","-155,79575","-4,4181869","-75,354853","-348,95302","15,231819","-2,154055","349,2919387","-306,65579","26,728461","-16,992608","2,1493613","-0,86738937","0,46054764","2,363095945","-0,081271696","-5,5932382","2,0986465","2,53342","6,58034","2,43973","6,31691","14,0054","0,126581","1,78563","0,88933944","-0,44926343","-0,085074932","0,513678",0,"0,857983","0,945857","150,731","43,112157","42,585421","16,8185","6,5145575","7,352857027","8,101936043","1,5927701","0,63252683","0,9602433","1,083","0,2264044019","27,75204569","0,1552183691","1542,77892","4,15695856","184,7119909","48,98371376","157,8012682"
2019-06-23/21:01:55,"43,3821","5696,702439","3684,07","-2820,21","-3305,52","-24,3885","282,849","1,08168","1,87216","1,67141","5,9125485","6,2258019","-131,55167","-26,345444","-77,222553","-345,03188","16,561167","-14,419521","345,7299424","-315,54402","44,708838","-38,886618","2,2883275","-0,84961832","0,33658938","2,464058938","0,52445772","-5,0571381","3,7884218","2,88521","6,61797","2,48292","6,41896","10,4103","0,0689604","0,588678","0,91459655","-0,40361717","-0,02462403","0,516094",0,"0,856532","0,928249","164,4","39,581064","40,154414","9,87815","7,4574638","8,132532054","8,73473089","1,4843195","0,7230069","0,76131261","1,045","0,236077503","26,61492615","0,1868544413","1464,476445","4,107267824","166,6339027","49,70657913","161,6263511"
2019-06-24/11:41:52,"43,6549","5843,947452","3970,79","-2850,97","-3202,58","-22,5827","68,7378","1,08191","2,08245","1,85301","4,983386","6,1346625","-127,76142","-26,950879","-72,248657","-319,27367","16,284263","-38,216815","321,9648716","-290,12238","13,966198","-75,258063","1,8215594","-1,5282454","0,069523946","2,378748879","-2,0328428","-6,2142677","0,68836307","2,47651","6,18368","2,38234","6,68955","13,8107","0,0334894","1,07268","0,76510155","-0,63938422","-0,076206587","0,496691",0,"0,867927","0,903486","73,4664","36,009084","38,162734","6,0464","6,4120088","6,992022001","8,941212489","1,6426578","0,73628009","0,90637767","1,014","0,2279040842","27,56942829","0,1802511475","1412,720938","3,900817565","157,9965325","47,19771874","142,6860728"
2019-06-24/15:20:37,"43,7233","5914,519645","4117,75","-2849,35","-3147,52","-22,138","15,1926","1,08197","3,59054","3,10557","4,2246356","5,655746","-156,37268","-37,415814","-72,601502","-322,46055","9,5550065","-32,827658","324,2680366","-295,07097","3,9838596","-78,743773","1,8544212","-2,2567887","0,48634728","2,961166476","-0,78733136","-6,9487888","1,5026041","3,05127","9,06432","2,96198","7,30457","19,87","0,0286314","1,48398","0,85067772","-0,508136","-0,13470421","0,503884",0,"0,863771","0,956945","21,9142","34,095566","36,071932","26,1199","6,5161979","8,058033837","9,51056324","1,6282479","0,69620329","0,93204464","1,1455","0,2837045726","22,14692999","0,3152495888","1142,97783","3,01317156","120,3247484","45,8762521","131,4403914"
2019-06-25/02:12:37,"43,9257","5612,46928",3315,"-2989,49","-3401,99","-29,5315","213,25","1,08214","5,65392","5,85939","3,4455884","4,9696206","-150,90835","-39,178729","-76,07852","-308,08219","21,962486","-3,9934411","308,8898415","-281,08118","63,573811","-7,9214935","2,047194","-1,7224172","0,29226717","2,691309046","2,7178272","-3,3593168","5,4622445","2,69252","8,24041","2,69252","7,3417","17,5109","0,0259591","1,94189","0,87856035","-0,41062004","-0,24397312","0,561473",0,"0,827495","0,982091","588,941","24,699076","31,775933","25,2316","8,0471775","11,28433879","12,50612944","2,6426897","1,0820433","1,5606463","1,064","0,2578499685","24,36760161","0,4504466757","1197,944073","2,193654959","95,88706321","53,79691526","143,6670685"
2019-06-25/06:04:35,"43,997","6246,576235","4828,44","-2784,71","-2819,8","-15,2552","161,529","1,0822","2,26657","1,74608","7,6998014","6,5794536","-131,28883","-21,58691","-48,007465","-328,82239","35,457178","-12,528731","330,9657758","-303,29877","61,982817","-14,080146","1,6531444","-2,3636166","-0,33762887","2,904059761","-2,7045677","-8,1666352","-1,6065191","2,88548","9,39785","2,90629","8,88528","16,4654","0,0514314","1,21337","0,80379792","-0,55924422","-0,20286648","0,444651",0,"0,895704","0,958878","570,196","42,106676","45,254232","20,5577","5,5293744","6,687640588","7,860173427","1,5429303","0,83199419","0,71093615","1,117","0,2782332705","22,58243702","0,2073107322","1189,526239","4,018485931","151,4433748","39,37830693","130,4181002"
2019-06-30/02:51:41,"46,1656","5764,221161","2981,76","-3536,91","-3438,84","-30,4613","244,742","1,08396","2,02559","2,08241","7,9017963","11,149193","-176,55498","-101,02838","-62,330779","-364,60827","16,56708","-0,80725405","364,9853564","-329,56819","43,153667","-1,8479174","1,5215862","-0,2539503","-1,3322016","2,038253277","-0,61095244","2,6907052","-5,2196315","2,0907","6,53786","2,04313","6,15826","14,7036","0,0608857","1,59312","0,74244733","-0,27106559","-0,61261359","0,585827",0,"0,810436","0,965738","478,324","31,312464","47,968644","8,72622","5,6796571","8,772821809","11,65623237","3,722423","1,5439528","2,1784702","1,0055","0,1952817511","32,17497422","0,225314375","1869,019272","3,679691425","160,1987322","58,84951721","138,5863321"
2019-06-30/06:32:38,"46,234","5903,712466","3308,38","-3568,66","-3342,62","-27,1119","191,729","1,08402","1,83632","2,5724","10,319573","14,92965","-115,65926","-68,838736","-36,185184","-358,61151","16,279583","8,6774504","359,0856974","-315,78646","46,011762","22,189387","1,0934444","-1,1637054","-0,36377609","1,637731345","-0,36174716","-4,8604143","3,0091048","1,62947","6,26571","1,64658","7,2616","13,7749","0,0865702","2,04508","0,87899526","-0,46013349","-0,12507797","0,575351",0,"0,817907","0,961349","304,323","26,503601","51,66372","19,6775","6,1501057","12,21697975","13,5485626","6,8862203","2,8144571","4,0717632","1,0115","0,1569083923","40,04365359","0,1977111009","2288,505364","3,310741484","168,2521664","55,91724361","134,7777046"
